"Time","CalFresh"
"2022-06-26",53
"2022-07-03",73
"2022-07-10",74
"2022-07-17",76
"2022-07-24",46
"2022-07-31",77
"2022-08-07",75
"2022-08-14",80
"2022-08-21",58
"2022-08-28",89
"2022-09-04",52
"2022-09-11",59
"2022-09-18",77
"2022-09-25",100
"2022-10-02",78
"2022-10-09",74
"2022-10-16",63
"2022-10-23",64
"2022-10-30",56
"2022-11-06",72
"2022-11-13",85
"2022-11-20",84
"2022-11-27",56
"2022-12-04",62
"2022-12-11",80
"2022-12-18",59
"2022-12-25",72
"2023-01-01",56
"2023-01-08",71
"2023-01-15",62
"2023-01-22",85
"2023-01-29",96
"2023-02-05",69
"2023-02-12",77
"2023-02-19",70
"2023-02-26",65
"2023-03-05",39
"2023-03-12",74
"2023-03-19",61
"2023-03-26",53
"2023-04-02",81
"2023-04-09",68
"2023-04-16",63
"2023-04-23",0
"2023-04-30",73
"2023-05-07",65
"2023-05-14",59
"2023-05-21",42
"2023-05-28",66
"2023-06-04",70
"2023-06-11",51
"2023-06-18",54
"2023-06-25",51
