"Time","snap topic"
"2021-08-01","57"
"2021-08-08","57"
"2021-08-15","85"
"2021-08-22","48"
"2021-08-29","61"
"2021-09-05","65"
"2021-09-12","43"
"2021-09-19","57"
"2021-09-26","55"
"2021-10-03","71"
"2021-10-10","63"
"2021-10-17","77"
"2021-10-24","58"
"2021-10-31","71"
"2021-11-07","63"
"2021-11-14","58"
"2021-11-21","45"
"2021-11-28","58"
"2021-12-05","73"
"2021-12-12","52"
"2021-12-19","43"
"2021-12-26","48"
"2022-01-02","56"
"2022-01-09","62"
"2022-01-16","73"
"2022-01-23","61"
"2022-01-30","78"
"2022-02-06","70"
"2022-02-13","67"
"2022-02-20","67"
"2022-02-27","59"
"2022-03-06","69"
"2022-03-13","69"
"2022-03-20","63"
"2022-03-27","59"
"2022-04-03","62"
"2022-04-10","68"
"2022-04-17","60"
"2022-04-24","55"
"2022-05-01","55"
"2022-05-08","64"
"2022-05-15","76"
"2022-05-22","56"
"2022-05-29","59"
"2022-06-05","67"
"2022-06-12","69"
"2022-06-19","55"
"2022-06-26","57"
"2022-07-03","68"
"2022-07-10","72"
"2022-07-17","100"
"2022-07-24","58"
"2022-07-31","69"
