"Time","snap topic"
"2018-10-28","23"
"2018-11-04","27"
"2018-11-11","25"
"2018-11-18","19"
"2018-11-25","24"
"2018-12-02","29"
"2018-12-09","28"
"2018-12-16","27"
"2018-12-23","23"
"2018-12-30","36"
"2019-01-06","55"
"2019-01-13","100"
"2019-01-20","60"
"2019-01-27","36"
"2019-02-03","33"
"2019-02-10","36"
"2019-02-17","44"
"2019-02-24","36"
"2019-03-03","26"
"2019-03-10","26"
"2019-03-17","24"
"2019-03-24","25"
"2019-03-31","29"
"2019-04-07","26"
"2019-04-14","24"
"2019-04-21","26"
"2019-04-28","28"
"2019-05-05","34"
"2019-05-12","33"
"2019-05-19","29"
"2019-05-26","33"
"2019-06-02","46"
"2019-06-09","41"
"2019-06-16","34"
"2019-06-23","28"
"2019-06-30","41"
"2019-07-07","31"
"2019-07-14","31"
"2019-07-21","43"
"2019-07-28","41"
"2019-08-04","39"
"2019-08-11","36"
"2019-08-18","29"
"2019-08-25","27"
"2019-09-01","31"
"2019-09-08","34"
"2019-09-15","22"
"2019-09-22","25"
"2019-09-29","30"
"2019-10-06","28"
"2019-10-13","30"
"2019-10-20","23"
"2019-10-27","26"
