"Time","snap topic"
"2022-06-26","57"
"2022-07-03","68"
"2022-07-10","72"
"2022-07-17","100"
"2022-07-24","58"
"2022-07-31","69"
"2022-08-07","71"
"2022-08-14","68"
"2022-08-21","63"
"2022-08-28","73"
"2022-09-04","77"
"2022-09-11","64"
"2022-09-18","68"
"2022-09-25","61"
"2022-10-02","87"
"2022-10-09","86"
"2022-10-16","67"
"2022-10-23","61"
"2022-10-30","58"
"2022-11-06","66"
"2022-11-13","91"
"2022-11-20","72"
"2022-11-27","66"
"2022-12-04","71"
"2022-12-11","83"
"2022-12-18","53"
"2022-12-25","52"
"2023-01-01","70"
"2023-01-08","72"
"2023-01-15","68"
"2023-01-22","72"
"2023-01-29","74"
"2023-02-05","81"
"2023-02-12","62"
"2023-02-19","54"
"2023-02-26","71"
"2023-03-05","58"
"2023-03-12","63"
"2023-03-19","77"
"2023-03-26","59"
"2023-04-02","58"
"2023-04-09","48"
"2023-04-16","53"
"2023-04-23","48"
"2023-04-30","55"
"2023-05-07","58"
"2023-05-14","59"
"2023-05-21","45"
"2023-05-28","54"
"2023-06-04","55"
"2023-06-11","59"
"2023-06-18","41"
"2023-06-25","57"
