"Time","snap topic"
"2023-05-28","77"
"2023-06-04","89"
"2023-06-11","62"
"2023-06-18","69"
"2023-06-25","83"
"2023-07-02","75"
"2023-07-09","72"
"2023-07-16","57"
"2023-07-23","79"
"2023-07-30","88"
"2023-08-06","82"
"2023-08-13","60"
"2023-08-20","76"
"2023-08-27","100"
"2023-09-03","83"
"2023-09-10","72"
"2023-09-17","73"
"2023-09-24","79"
"2023-10-01","95"
"2023-10-08","67"
"2023-10-15","47"
"2023-10-22","53"
"2023-10-29","69"
"2023-11-05","77"
"2023-11-12","75"
"2023-11-19","35"
"2023-11-26","65"
"2023-12-03","88"
"2023-12-10","72"
"2023-12-17","67"
"2023-12-24","55"
"2023-12-31","82"
"2024-01-07","75"
"2024-01-14","62"
"2024-01-21","64"
"2024-01-28","85"
"2024-02-04","67"
"2024-02-11","52"
"2024-02-18","47"
"2024-02-25","50"
"2024-03-03","65"
"2024-03-10","54"
"2024-03-17","55"
"2024-03-24","68"
"2024-03-31","82"
"2024-04-07","52"
"2024-04-14","57"
"2024-04-21","47"
"2024-04-28","56"
"2024-05-05","56"
"2024-05-12","58"
"2024-05-19","52"
"2024-05-26","57"
