"Time","snap topic"
"2022-06-26","59"
"2022-07-03","71"
"2022-07-10","77"
"2022-07-17","100"
"2022-07-24","54"
"2022-07-31","63"
"2022-08-07","57"
"2022-08-14","67"
"2022-08-21","44"
"2022-08-28","59"
"2022-09-04","64"
"2022-09-11","53"
"2022-09-18","66"
"2022-09-25","58"
"2022-10-02","82"
"2022-10-09","68"
"2022-10-16","49"
"2022-10-23","47"
"2022-10-30","65"
"2022-11-06","54"
"2022-11-13","75"
"2022-11-20","62"
"2022-11-27","56"
"2022-12-04","62"
"2022-12-11","67"
"2022-12-18","51"
"2022-12-25","44"
"2023-01-01","68"
"2023-01-08","66"
"2023-01-15","54"
"2023-01-22","59"
"2023-01-29","65"
"2023-02-05","58"
"2023-02-12","48"
"2023-02-19","39"
"2023-02-26","59"
"2023-03-05","58"
"2023-03-12","62"
"2023-03-19","71"
"2023-03-26","56"
"2023-04-02","52"
"2023-04-09","48"
"2023-04-16","57"
"2023-04-23","48"
"2023-04-30","50"
"2023-05-07","53"
"2023-05-14","48"
"2023-05-21","50"
"2023-05-28","51"
"2023-06-04","59"
"2023-06-11","41"
"2023-06-18","46"
"2023-06-25","55"
