"Time","snap topic"
"2018-10-28","19"
"2018-11-04","19"
"2018-11-11","20"
"2018-11-18","16"
"2018-11-25","22"
"2018-12-02","27"
"2018-12-09","24"
"2018-12-16","23"
"2018-12-23","28"
"2018-12-30","30"
"2019-01-06","58"
"2019-01-13","100"
"2019-01-20","34"
"2019-01-27","28"
"2019-02-03","24"
"2019-02-10","22"
"2019-02-17","26"
"2019-02-24","25"
"2019-03-03","27"
"2019-03-10","18"
"2019-03-17","18"
"2019-03-24","17"
"2019-03-31","19"
"2019-04-07","16"
"2019-04-14","13"
"2019-04-21","19"
"2019-04-28","18"
"2019-05-05","24"
"2019-05-12","18"
"2019-05-19","22"
"2019-05-26","25"
"2019-06-02","32"
"2019-06-09","32"
"2019-06-16","26"
"2019-06-23","20"
"2019-06-30","27"
"2019-07-07","29"
"2019-07-14","24"
"2019-07-21","26"
"2019-07-28","31"
"2019-08-04","27"
"2019-08-11","17"
"2019-08-18","18"
"2019-08-25","19"
"2019-09-01","27"
"2019-09-08","20"
"2019-09-15","14"
"2019-09-22","18"
"2019-09-29","20"
"2019-10-06","24"
"2019-10-13","17"
"2019-10-20","19"
"2019-10-27","16"
