"Time","snap topic"
"2017-01-01","53"
"2017-01-08","67"
"2017-01-15","50"
"2017-01-22","49"
"2017-01-29","81"
"2017-02-05","71"
"2017-02-12","63"
"2017-02-19","54"
"2017-02-26","67"
"2017-03-05","52"
"2017-03-12","40"
"2017-03-19","60"
"2017-03-26","55"
"2017-04-02","52"
"2017-04-09","53"
"2017-04-16","44"
"2017-04-23","30"
"2017-04-30","72"
"2017-05-07","42"
"2017-05-14","53"
"2017-05-21","63"
"2017-05-28","43"
"2017-06-04","86"
"2017-06-11","76"
"2017-06-18","66"
"2017-06-25","57"
"2017-07-02","91"
"2017-07-09","76"
"2017-07-16","70"
"2017-07-23","50"
"2017-07-30","79"
"2017-08-06","100"
"2017-08-13","44"
"2017-08-20","47"
"2017-08-27","41"
"2017-09-03","83"
"2017-09-10","58"
"2017-09-17","53"
"2017-09-24","41"
"2017-10-01","72"
"2017-10-08","72"
"2017-10-15","47"
"2017-10-22","42"
"2017-10-29","62"
"2017-11-05","58"
"2017-11-12","47"
"2017-11-19","55"
"2017-11-26","59"
"2017-12-03","71"
"2017-12-10","55"
"2017-12-17","47"
"2017-12-24","44"
"2017-12-31","82"
