"Time","food stamps"
"2023-05-28","95"
"2023-06-04","95"
"2023-06-11","78"
"2023-06-18","63"
"2023-06-25","64"
"2023-07-02","60"
"2023-07-09","69"
"2023-07-16","59"
"2023-07-23","68"
"2023-07-30","79"
"2023-08-06","94"
"2023-08-13","95"
"2023-08-20","65"
"2023-08-27","90"
"2023-09-03","78"
"2023-09-10","100"
"2023-09-17","65"
"2023-09-24","88"
"2023-10-01","87"
"2023-10-08","61"
"2023-10-15","71"
"2023-10-22","71"
"2023-10-29","68"
"2023-11-05","76"
"2023-11-12","78"
"2023-11-19","49"
"2023-11-26","67"
"2023-12-03","79"
"2023-12-10","78"
"2023-12-17","50"
"2023-12-24","56"
"2023-12-31","85"
"2024-01-07","82"
"2024-01-14","75"
"2024-01-21","42"
"2024-01-28","100"
"2024-02-04","90"
"2024-02-11","78"
"2024-02-18","67"
"2024-02-25","67"
"2024-03-03","76"
"2024-03-10","50"
"2024-03-17","69"
"2024-03-24","56"
"2024-03-31","64"
"2024-04-07","68"
"2024-04-14","62"
"2024-04-21","59"
"2024-04-28","64"
"2024-05-05","65"
"2024-05-12","55"
"2024-05-19","47"
"2024-05-26","87"
