"Time","food stamps"
"2017-01-01","58"
"2017-01-08","79"
"2017-01-15","58"
"2017-01-22","80"
"2017-01-29","96"
"2017-02-05","70"
"2017-02-12","73"
"2017-02-19","79"
"2017-02-26","77"
"2017-03-05","71"
"2017-03-12","67"
"2017-03-19","40"
"2017-03-26","80"
"2017-04-02","55"
"2017-04-09","52"
"2017-04-16","49"
"2017-04-23","73"
"2017-04-30","48"
"2017-05-07","72"
"2017-05-14","33"
"2017-05-21","100"
"2017-05-28","70"
"2017-06-04","81"
"2017-06-11","43"
"2017-06-18","81"
"2017-06-25","65"
"2017-07-02","71"
"2017-07-09","73"
"2017-07-16","68"
"2017-07-23","63"
"2017-07-30","53"
"2017-08-06","75"
"2017-08-13","80"
"2017-08-20","66"
"2017-08-27","59"
"2017-09-03","76"
"2017-09-10","79"
"2017-09-17","48"
"2017-09-24","62"
"2017-10-01","71"
"2017-10-08","45"
"2017-10-15","44"
"2017-10-22","42"
"2017-10-29","79"
"2017-11-05","50"
"2017-11-12","45"
"2017-11-19","29"
"2017-11-26","63"
"2017-12-03","64"
"2017-12-10","67"
"2017-12-17","62"
"2017-12-24","41"
"2017-12-31","56"
