"Time","food stamps"
"2022-06-26","80"
"2022-07-03","69"
"2022-07-10","86"
"2022-07-17","100"
"2022-07-24","58"
"2022-07-31","59"
"2022-08-07","55"
"2022-08-14","77"
"2022-08-21","59"
"2022-08-28","60"
"2022-09-04","69"
"2022-09-11","74"
"2022-09-18","74"
"2022-09-25","70"
"2022-10-02","80"
"2022-10-09","82"
"2022-10-16","73"
"2022-10-23","66"
"2022-10-30","43"
"2022-11-06","68"
"2022-11-13","81"
"2022-11-20","58"
"2022-11-27","42"
"2022-12-04","61"
"2022-12-11","66"
"2022-12-18","58"
"2022-12-25","48"
"2023-01-01","65"
"2023-01-08","58"
"2023-01-15","67"
"2023-01-22","65"
"2023-01-29","77"
"2023-02-05","83"
"2023-02-12","62"
"2023-02-19","65"
"2023-02-26","75"
"2023-03-05","57"
"2023-03-12","66"
"2023-03-19","95"
"2023-03-26","65"
"2023-04-02","53"
"2023-04-09","56"
"2023-04-16","40"
"2023-04-23","61"
"2023-04-30","49"
"2023-05-07","59"
"2023-05-14","28"
"2023-05-21","45"
"2023-05-28","72"
"2023-06-04","72"
"2023-06-11","60"
"2023-06-18","48"
"2023-06-25","49"
