"Time","food stamps"
"2021-08-01","57"
"2021-08-08","73"
"2021-08-15","98"
"2021-08-22","71"
"2021-08-29","51"
"2021-09-05","90"
"2021-09-12","73"
"2021-09-19","61"
"2021-09-26","76"
"2021-10-03","61"
"2021-10-10","79"
"2021-10-17","83"
"2021-10-24","68"
"2021-10-31","58"
"2021-11-07","60"
"2021-11-14","49"
"2021-11-21","35"
"2021-11-28","58"
"2021-12-05","95"
"2021-12-12","59"
"2021-12-19","46"
"2021-12-26","44"
"2022-01-02","78"
"2022-01-09","76"
"2022-01-16","61"
"2022-01-23","67"
"2022-01-30","63"
"2022-02-06","74"
"2022-02-13","79"
"2022-02-20","85"
"2022-02-27","53"
"2022-03-06","82"
"2022-03-13","69"
"2022-03-20","75"
"2022-03-27","66"
"2022-04-03","74"
"2022-04-10","73"
"2022-04-17","62"
"2022-04-24","47"
"2022-05-01","59"
"2022-05-08","73"
"2022-05-15","100"
"2022-05-22","65"
"2022-05-29","58"
"2022-06-05","77"
"2022-06-12","63"
"2022-06-19","51"
"2022-06-26","79"
"2022-07-03","67"
"2022-07-10","84"
"2022-07-17","98"
"2022-07-24","57"
"2022-07-31","58"
