"Time","food stamps"
"2018-10-28","22"
"2018-11-04","36"
"2018-11-11","22"
"2018-11-18","16"
"2018-11-25","31"
"2018-12-02","23"
"2018-12-09","34"
"2018-12-16","28"
"2018-12-23","18"
"2018-12-30","29"
"2019-01-06","58"
"2019-01-13","100"
"2019-01-20","65"
"2019-01-27","45"
"2019-02-03","47"
"2019-02-10","34"
"2019-02-17","28"
"2019-02-24","39"
"2019-03-03","45"
"2019-03-10","28"
"2019-03-17","26"
"2019-03-24","27"
"2019-03-31","26"
"2019-04-07","24"
"2019-04-14","32"
"2019-04-21","25"
"2019-04-28","39"
"2019-05-05","31"
"2019-05-12","35"
"2019-05-19","37"
"2019-05-26","25"
"2019-06-02","41"
"2019-06-09","35"
"2019-06-16","25"
"2019-06-23","36"
"2019-06-30","30"
"2019-07-07","27"
"2019-07-14","14"
"2019-07-21","37"
"2019-07-28","33"
"2019-08-04","42"
"2019-08-11","42"
"2019-08-18","23"
"2019-08-25","32"
"2019-09-01","31"
"2019-09-08","31"
"2019-09-15","26"
"2019-09-22","19"
"2019-09-29","31"
"2019-10-06","31"
"2019-10-13","24"
"2019-10-20","44"
"2019-10-27","30"
