"Time","snap topic"
"2018-10-28","27"
"2018-11-04","28"
"2018-11-11","32"
"2018-11-18","19"
"2018-11-25","25"
"2018-12-02","38"
"2018-12-09","25"
"2018-12-16","20"
"2018-12-23","22"
"2018-12-30","56"
"2019-01-06","74"
"2019-01-13","100"
"2019-01-20","58"
"2019-01-27","24"
"2019-02-03","36"
"2019-02-10","33"
"2019-02-17","37"
"2019-02-24","39"
"2019-03-03","48"
"2019-03-10","21"
"2019-03-17","18"
"2019-03-24","24"
"2019-03-31","32"
"2019-04-07","25"
"2019-04-14","33"
"2019-04-21","16"
"2019-04-28","30"
"2019-05-05","28"
"2019-05-12","30"
"2019-05-19","27"
"2019-05-26","26"
"2019-06-02","31"
"2019-06-09","26"
"2019-06-16","25"
"2019-06-23","0"
"2019-06-30","27"
"2019-07-07","16"
"2019-07-14","33"
"2019-07-21","45"
"2019-07-28","32"
"2019-08-04","40"
"2019-08-11","30"
"2019-08-18","29"
"2019-08-25","26"
"2019-09-01","35"
"2019-09-08","27"
"2019-09-15","29"
"2019-09-22","24"
"2019-09-29","32"
"2019-10-06","29"
"2019-10-13","30"
"2019-10-20","16"
"2019-10-27","39"
