"Time","snap topic"
"2017-01-01","36"
"2017-01-08","67"
"2017-01-15","62"
"2017-01-22","47"
"2017-01-29","66"
"2017-02-05","59"
"2017-02-12","53"
"2017-02-19","40"
"2017-02-26","64"
"2017-03-05","44"
"2017-03-12","48"
"2017-03-19","41"
"2017-03-26","36"
"2017-04-02","91"
"2017-04-09","46"
"2017-04-16","42"
"2017-04-23","38"
"2017-04-30","57"
"2017-05-07","50"
"2017-05-14","41"
"2017-05-21","56"
"2017-05-28","55"
"2017-06-04","87"
"2017-06-11","0"
"2017-06-18","53"
"2017-06-25","40"
"2017-07-02","76"
"2017-07-09","59"
"2017-07-16","61"
"2017-07-23","50"
"2017-07-30","44"
"2017-08-06","73"
"2017-08-13","64"
"2017-08-20","33"
"2017-08-27","43"
"2017-09-03","58"
"2017-09-10","42"
"2017-09-17","56"
"2017-09-24","64"
"2017-10-01","56"
"2017-10-08","64"
"2017-10-15","47"
"2017-10-22","63"
"2017-10-29","63"
"2017-11-05","59"
"2017-11-12","51"
"2017-11-19","33"
"2017-11-26","61"
"2017-12-03","88"
"2017-12-10","51"
"2017-12-17","87"
"2017-12-24","0"
"2017-12-31","100"
