"Time","snap topic"
"2023-05-28","78"
"2023-06-04","72"
"2023-06-11","58"
"2023-06-18","51"
"2023-06-25","45"
"2023-07-02","80"
"2023-07-09","63"
"2023-07-16","48"
"2023-07-23","54"
"2023-07-30","73"
"2023-08-06","47"
"2023-08-13","70"
"2023-08-20","48"
"2023-08-27","71"
"2023-09-03","100"
"2023-09-10","42"
"2023-09-17","78"
"2023-09-24","72"
"2023-10-01","81"
"2023-10-08","50"
"2023-10-15","65"
"2023-10-22","61"
"2023-10-29","72"
"2023-11-05","82"
"2023-11-12","46"
"2023-11-19","34"
"2023-11-26","52"
"2023-12-03","71"
"2023-12-10","68"
"2023-12-17","55"
"2023-12-24","42"
"2023-12-31","71"
"2024-01-07","56"
"2024-01-14","40"
"2024-01-21","51"
"2024-01-28","66"
"2024-02-04","63"
"2024-02-11","56"
"2024-02-18","48"
"2024-02-25","54"
"2024-03-03","63"
"2024-03-10","39"
"2024-03-17","48"
"2024-03-24","45"
"2024-03-31","62"
"2024-04-07","68"
"2024-04-14","45"
"2024-04-21","32"
"2024-04-28","48"
"2024-05-05","54"
"2024-05-12","25"
"2024-05-19","43"
"2024-05-26","35"
