"Time","snap topic"
"2021-08-01","61"
"2021-08-08","85"
"2021-08-15","87"
"2021-08-22","76"
"2021-08-29","83"
"2021-09-05","88"
"2021-09-12","67"
"2021-09-19","60"
"2021-09-26","82"
"2021-10-03","84"
"2021-10-10","92"
"2021-10-17","57"
"2021-10-24","65"
"2021-10-31","100"
"2021-11-07","47"
"2021-11-14","41"
"2021-11-21","37"
"2021-11-28","62"
"2021-12-05","63"
"2021-12-12","67"
"2021-12-19","33"
"2021-12-26","44"
"2022-01-02","53"
"2022-01-09","63"
"2022-01-16","29"
"2022-01-23","55"
"2022-01-30","51"
"2022-02-06","70"
"2022-02-13","50"
"2022-02-20","57"
"2022-02-27","56"
"2022-03-06","64"
"2022-03-13","47"
"2022-03-20","48"
"2022-03-27","43"
"2022-04-03","43"
"2022-04-10","62"
"2022-04-17","44"
"2022-04-24","56"
"2022-05-01","52"
"2022-05-08","51"
"2022-05-15","40"
"2022-05-22","44"
"2022-05-29","42"
"2022-06-05","63"
"2022-06-12","47"
"2022-06-19","65"
"2022-06-26","70"
"2022-07-03","68"
"2022-07-10","77"
"2022-07-17","69"
"2022-07-24","46"
"2022-07-31","71"
