"Time","snap topic"
"2022-06-26","64"
"2022-07-03","62"
"2022-07-10","70"
"2022-07-17","63"
"2022-07-24","42"
"2022-07-31","64"
"2022-08-07","85"
"2022-08-14","44"
"2022-08-21","73"
"2022-08-28","63"
"2022-09-04","82"
"2022-09-11","98"
"2022-09-18","41"
"2022-09-25","77"
"2022-10-02","83"
"2022-10-09","66"
"2022-10-16","65"
"2022-10-23","66"
"2022-10-30","78"
"2022-11-06","73"
"2022-11-13","67"
"2022-11-20","59"
"2022-11-27","70"
"2022-12-04","79"
"2022-12-11","93"
"2022-12-18","40"
"2022-12-25","43"
"2023-01-01","75"
"2023-01-08","100"
"2023-01-15","50"
"2023-01-22","70"
"2023-01-29","73"
"2023-02-05","64"
"2023-02-12","44"
"2023-02-19","52"
"2023-02-26","54"
"2023-03-05","50"
"2023-03-12","50"
"2023-03-19","43"
"2023-03-26","61"
"2023-04-02","58"
"2023-04-09","56"
"2023-04-16","54"
"2023-04-23","47"
"2023-04-30","67"
"2023-05-07","56"
"2023-05-14","38"
"2023-05-21","41"
"2023-05-28","67"
"2023-06-04","62"
"2023-06-11","49"
"2023-06-18","43"
"2023-06-25","38"
