"Time","food stamps"
"2021-08-01","46"
"2021-08-08","32"
"2021-08-15","52"
"2021-08-22","46"
"2021-08-29","45"
"2021-09-05","0"
"2021-09-12","55"
"2021-09-19","0"
"2021-09-26","40"
"2021-10-03","60"
"2021-10-10","48"
"2021-10-17","56"
"2021-10-24","57"
"2021-10-31","41"
"2021-11-07","67"
"2021-11-14","43"
"2021-11-21","0"
"2021-11-28","58"
"2021-12-05","37"
"2021-12-12","52"
"2021-12-19","0"
"2021-12-26","0"
"2022-01-02","66"
"2022-01-09","100"
"2022-01-16","72"
"2022-01-23","0"
"2022-01-30","70"
"2022-02-06","60"
"2022-02-13","75"
"2022-02-20","58"
"2022-02-27","63"
"2022-03-06","33"
"2022-03-13","41"
"2022-03-20","49"
"2022-03-27","47"
"2022-04-03","48"
"2022-04-10","88"
"2022-04-17","53"
"2022-04-24","44"
"2022-05-01","45"
"2022-05-08","62"
"2022-05-15","28"
"2022-05-22","39"
"2022-05-29","51"
"2022-06-05","53"
"2022-06-12","42"
"2022-06-19","35"
"2022-06-26","60"
"2022-07-03","58"
"2022-07-10","91"
"2022-07-17","78"
"2022-07-24","55"
"2022-07-31","43"
