"Time","snap topic"
"2021-08-01","0"
"2021-08-08","59"
"2021-08-15","72"
"2021-08-22","0"
"2021-08-29","0"
"2021-09-05","0"
"2021-09-12","0"
"2021-09-19","64"
"2021-09-26","59"
"2021-10-03","63"
"2021-10-10","0"
"2021-10-17","0"
"2021-10-24","52"
"2021-10-31","64"
"2021-11-07","55"
"2021-11-14","83"
"2021-11-21","81"
"2021-11-28","93"
"2021-12-05","72"
"2021-12-12","63"
"2021-12-19","0"
"2021-12-26","0"
"2022-01-02","65"
"2022-01-09","0"
"2022-01-16","64"
"2022-01-23","63"
"2022-01-30","83"
"2022-02-06","100"
"2022-02-13","80"
"2022-02-20","61"
"2022-02-27","51"
"2022-03-06","0"
"2022-03-13","69"
"2022-03-20","37"
"2022-03-27","59"
"2022-04-03","57"
"2022-04-10","52"
"2022-04-17","35"
"2022-04-24","43"
"2022-05-01","34"
"2022-05-08","86"
"2022-05-15","53"
"2022-05-22","47"
"2022-05-29","61"
"2022-06-05","78"
"2022-06-12","61"
"2022-06-19","0"
"2022-06-26","49"
"2022-07-03","68"
"2022-07-10","57"
"2022-07-17","72"
"2022-07-24","52"
"2022-07-31","61"
