"Time","snap topic"
"2017-01-01","0"
"2017-01-08","0"
"2017-01-15","71"
"2017-01-22","75"
"2017-01-29","0"
"2017-02-05","58"
"2017-02-12","0"
"2017-02-19","0"
"2017-02-26","100"
"2017-03-05","86"
"2017-03-12","59"
"2017-03-19","45"
"2017-03-26","0"
"2017-04-02","0"
"2017-04-09","0"
"2017-04-16","0"
"2017-04-23","0"
"2017-04-30","0"
"2017-05-07","59"
"2017-05-14","0"
"2017-05-21","0"
"2017-05-28","0"
"2017-06-04","0"
"2017-06-11","56"
"2017-06-18","0"
"2017-06-25","0"
"2017-07-02","60"
"2017-07-09","0"
"2017-07-16","0"
"2017-07-23","57"
"2017-07-30","0"
"2017-08-06","0"
"2017-08-13","0"
"2017-08-20","59"
"2017-08-27","0"
"2017-09-03","0"
"2017-09-10","0"
"2017-09-17","0"
"2017-09-24","0"
"2017-10-01","0"
"2017-10-08","51"
"2017-10-15","75"
"2017-10-22","46"
"2017-10-29","46"
"2017-11-05","0"
"2017-11-12","0"
"2017-11-19","0"
"2017-11-26","0"
"2017-12-03","72"
"2017-12-10","0"
"2017-12-17","0"
"2017-12-24","0"
"2017-12-31","0"
