"Time","snap topic"
"2023-05-28","72"
"2023-06-04","57"
"2023-06-11","63"
"2023-06-18","62"
"2023-06-25","47"
"2023-07-02","65"
"2023-07-09","68"
"2023-07-16","0"
"2023-07-23","65"
"2023-07-30","71"
"2023-08-06","70"
"2023-08-13","69"
"2023-08-20","66"
"2023-08-27","58"
"2023-09-03","67"
"2023-09-10","59"
"2023-09-17","75"
"2023-09-24","0"
"2023-10-01","45"
"2023-10-08","61"
"2023-10-15","58"
"2023-10-22","48"
"2023-10-29","57"
"2023-11-05","0"
"2023-11-12","80"
"2023-11-19","0"
"2023-11-26","75"
"2023-12-03","82"
"2023-12-10","48"
"2023-12-17","56"
"2023-12-24","80"
"2023-12-31","0"
"2024-01-07","46"
"2024-01-14","64"
"2024-01-21","100"
"2024-01-28","0"
"2024-02-04","78"
"2024-02-11","80"
"2024-02-18","0"
"2024-02-25","51"
"2024-03-03","73"
"2024-03-10","0"
"2024-03-17","52"
"2024-03-24","56"
"2024-03-31","54"
"2024-04-07","0"
"2024-04-14","0"
"2024-04-21","68"
"2024-04-28","54"
"2024-05-05","0"
"2024-05-12","66"
"2024-05-19","0"
"2024-05-26","49"
