"Time","snap topic"
"2021-08-01","48"
"2021-08-08","0"
"2021-08-15","100"
"2021-08-22","0"
"2021-08-29","73"
"2021-09-05","60"
"2021-09-12","0"
"2021-09-19","0"
"2021-09-26","0"
"2021-10-03","73"
"2021-10-10","0"
"2021-10-17","66"
"2021-10-24","60"
"2021-10-31","0"
"2021-11-07","0"
"2021-11-14","49"
"2021-11-21","0"
"2021-11-28","0"
"2021-12-05","0"
"2021-12-12","54"
"2021-12-19","0"
"2021-12-26","0"
"2022-01-02","45"
"2022-01-09","0"
"2022-01-16","46"
"2022-01-23","0"
"2022-01-30","47"
"2022-02-06","44"
"2022-02-13","35"
"2022-02-20","52"
"2022-02-27","0"
"2022-03-06","38"
"2022-03-13","34"
"2022-03-20","42"
"2022-03-27","50"
"2022-04-03","35"
"2022-04-10","54"
"2022-04-17","33"
"2022-04-24","36"
"2022-05-01","43"
"2022-05-08","44"
"2022-05-15","0"
"2022-05-22","0"
"2022-05-29","45"
"2022-06-05","0"
"2022-06-12","0"
"2022-06-19","48"
"2022-06-26","67"
"2022-07-03","0"
"2022-07-10","68"
"2022-07-17","77"
"2022-07-24","45"
"2022-07-31","49"
