"Time","snap topic"
"2022-06-26","81"
"2022-07-03","0"
"2022-07-10","83"
"2022-07-17","93"
"2022-07-24","54"
"2022-07-31","60"
"2022-08-07","77"
"2022-08-14","61"
"2022-08-21","0"
"2022-08-28","68"
"2022-09-04","48"
"2022-09-11","53"
"2022-09-18","100"
"2022-09-25","75"
"2022-10-02","75"
"2022-10-09","51"
"2022-10-16","0"
"2022-10-23","56"
"2022-10-30","70"
"2022-11-06","0"
"2022-11-13","47"
"2022-11-20","61"
"2022-11-27","0"
"2022-12-04","58"
"2022-12-11","59"
"2022-12-18","60"
"2022-12-25","0"
"2023-01-01","42"
"2023-01-08","0"
"2023-01-15","0"
"2023-01-22","61"
"2023-01-29","55"
"2023-02-05","43"
"2023-02-12","0"
"2023-02-19","0"
"2023-02-26","45"
"2023-03-05","45"
"2023-03-12","45"
"2023-03-19","0"
"2023-03-26","47"
"2023-04-02","0"
"2023-04-09","42"
"2023-04-16","0"
"2023-04-23","0"
"2023-04-30","0"
"2023-05-07","0"
"2023-05-14","51"
"2023-05-21","0"
"2023-05-28","54"
"2023-06-04","53"
"2023-06-11","0"
"2023-06-18","0"
"2023-06-25","0"
