"Time","food stamps"
"2017-01-01","68"
"2017-01-08","79"
"2017-01-15","58"
"2017-01-22","45"
"2017-01-29","78"
"2017-02-05","73"
"2017-02-12","49"
"2017-02-19","41"
"2017-02-26","61"
"2017-03-05","48"
"2017-03-12","0"
"2017-03-19","54"
"2017-03-26","55"
"2017-04-02","61"
"2017-04-09","51"
"2017-04-16","61"
"2017-04-23","27"
"2017-04-30","93"
"2017-05-07","52"
"2017-05-14","47"
"2017-05-21","61"
"2017-05-28","47"
"2017-06-04","86"
"2017-06-11","58"
"2017-06-18","68"
"2017-06-25","52"
"2017-07-02","100"
"2017-07-09","74"
"2017-07-16","69"
"2017-07-23","54"
"2017-07-30","91"
"2017-08-06","99"
"2017-08-13","42"
"2017-08-20","60"
"2017-08-27","53"
"2017-09-03","87"
"2017-09-10","81"
"2017-09-17","66"
"2017-09-24","45"
"2017-10-01","55"
"2017-10-08","82"
"2017-10-15","54"
"2017-10-22","39"
"2017-10-29","48"
"2017-11-05","43"
"2017-11-12","43"
"2017-11-19","80"
"2017-11-26","69"
"2017-12-03","53"
"2017-12-10","55"
"2017-12-17","31"
"2017-12-24","35"
"2017-12-31","75"
