"Time","food stamps"
"2021-08-01","47"
"2021-08-08","48"
"2021-08-15","54"
"2021-08-22","32"
"2021-08-29","43"
"2021-09-05","54"
"2021-09-12","45"
"2021-09-19","40"
"2021-09-26","34"
"2021-10-03","51"
"2021-10-10","50"
"2021-10-17","58"
"2021-10-24","41"
"2021-10-31","54"
"2021-11-07","50"
"2021-11-14","42"
"2021-11-21","27"
"2021-11-28","39"
"2021-12-05","43"
"2021-12-12","32"
"2021-12-19","27"
"2021-12-26","39"
"2022-01-02","54"
"2022-01-09","50"
"2022-01-16","49"
"2022-01-23","47"
"2022-01-30","48"
"2022-02-06","51"
"2022-02-13","58"
"2022-02-20","62"
"2022-02-27","40"
"2022-03-06","55"
"2022-03-13","67"
"2022-03-20","44"
"2022-03-27","40"
"2022-04-03","56"
"2022-04-10","50"
"2022-04-17","41"
"2022-04-24","36"
"2022-05-01","42"
"2022-05-08","52"
"2022-05-15","59"
"2022-05-22","40"
"2022-05-29","46"
"2022-06-05","49"
"2022-06-12","57"
"2022-06-19","56"
"2022-06-26","51"
"2022-07-03","62"
"2022-07-10","65"
"2022-07-17","100"
"2022-07-24","49"
"2022-07-31","53"
