"Time","food stamps"
"2022-06-26","51"
"2022-07-03","62"
"2022-07-10","65"
"2022-07-17","100"
"2022-07-24","49"
"2022-07-31","53"
"2022-08-07","49"
"2022-08-14","61"
"2022-08-21","37"
"2022-08-28","61"
"2022-09-04","62"
"2022-09-11","43"
"2022-09-18","61"
"2022-09-25","47"
"2022-10-02","74"
"2022-10-09","67"
"2022-10-16","46"
"2022-10-23","41"
"2022-10-30","55"
"2022-11-06","56"
"2022-11-13","67"
"2022-11-20","50"
"2022-11-27","50"
"2022-12-04","48"
"2022-12-11","54"
"2022-12-18","54"
"2022-12-25","39"
"2023-01-01","61"
"2023-01-08","64"
"2023-01-15","31"
"2023-01-22","52"
"2023-01-29","53"
"2023-02-05","54"
"2023-02-12","42"
"2023-02-19","28"
"2023-02-26","41"
"2023-03-05","44"
"2023-03-12","53"
"2023-03-19","65"
"2023-03-26","35"
"2023-04-02","40"
"2023-04-09","41"
"2023-04-16","42"
"2023-04-23","35"
"2023-04-30","41"
"2023-05-07","37"
"2023-05-14","41"
"2023-05-21","36"
"2023-05-28","33"
"2023-06-04","42"
"2023-06-11","37"
"2023-06-18","42"
"2023-06-25","46"
