"Time","CalFresh"
"2019-09-29",46
"2019-10-06",0
"2019-10-13",87
"2019-10-20",0
"2019-10-27",54
"2019-11-03",0
"2019-11-10",0
"2019-11-17",47
"2019-11-24",0
"2019-12-01",53
"2019-12-08",0
"2019-12-15",0
"2019-12-22",0
"2019-12-29",0
"2020-01-05",0
"2020-01-12",55
"2020-01-19",0
"2020-01-26",68
"2020-02-02",0
"2020-02-09",44
"2020-02-16",0
"2020-02-23",0
"2020-03-01",42
"2020-03-08",62
"2020-03-15",0
"2020-03-22",48
"2020-03-29",100
"2020-04-05",96
"2020-04-12",87
"2020-04-19",52
"2020-04-26",62
"2020-05-03",91
"2020-05-10",63
"2020-05-17",80
"2020-05-24",49
"2020-05-31",67
"2020-06-07",77
"2020-06-14",55
"2020-06-21",56
"2020-06-28",0
"2020-07-05",0
"2020-07-12",53
"2020-07-19",0
"2020-07-26",52
"2020-08-02",0
"2020-08-09",0
"2020-08-16",39
"2020-08-23",41
"2020-08-30",41
"2020-09-06",0
"2020-09-13",41
"2020-09-20",0
"2020-09-27",0
