"Time","CalFresh"
"2022-06-26",0
"2022-07-03",51
"2022-07-10",77
"2022-07-17",54
"2022-07-24",43
"2022-07-31",69
"2022-08-07",83
"2022-08-14",63
"2022-08-21",85
"2022-08-28",43
"2022-09-04",72
"2022-09-11",50
"2022-09-18",63
"2022-09-25",84
"2022-10-02",78
"2022-10-09",79
"2022-10-16",72
"2022-10-23",70
"2022-10-30",61
"2022-11-06",74
"2022-11-13",74
"2022-11-20",56
"2022-11-27",87
"2022-12-04",60
"2022-12-11",68
"2022-12-18",48
"2022-12-25",51
"2023-01-01",53
"2023-01-08",94
"2023-01-15",56
"2023-01-22",82
"2023-01-29",79
"2023-02-05",100
"2023-02-12",73
"2023-02-19",80
"2023-02-26",73
"2023-03-05",62
"2023-03-12",62
"2023-03-19",77
"2023-03-26",47
"2023-04-02",65
"2023-04-09",0
"2023-04-16",67
"2023-04-23",75
"2023-04-30",49
"2023-05-07",46
"2023-05-14",38
"2023-05-21",51
"2023-05-28",62
"2023-06-04",73
"2023-06-11",51
"2023-06-18",41
"2023-06-25",35
