"Time","CalFresh"
"2018-10-28",54
"2018-11-04",62
"2018-11-11",49
"2018-11-18",39
"2018-11-25",46
"2018-12-02",53
"2018-12-09",54
"2018-12-16",44
"2018-12-23",35
"2018-12-30",54
"2019-01-06",67
"2019-01-13",80
"2019-01-20",68
"2019-01-27",58
"2019-02-03",64
"2019-02-10",49
"2019-02-17",53
"2019-02-24",63
"2019-03-03",54
"2019-03-10",49
"2019-03-17",43
"2019-03-24",54
"2019-03-31",66
"2019-04-07",55
"2019-04-14",49
"2019-04-21",52
"2019-04-28",55
"2019-05-05",58
"2019-05-12",70
"2019-05-19",80
"2019-05-26",80
"2019-06-02",100
"2019-06-09",99
"2019-06-16",85
"2019-06-23",84
"2019-06-30",77
"2019-07-07",91
"2019-07-14",84
"2019-07-21",80
"2019-07-28",84
"2019-08-04",93
"2019-08-11",79
"2019-08-18",77
"2019-08-25",67
"2019-09-01",81
"2019-09-08",83
"2019-09-15",72
"2019-09-22",67
"2019-09-29",81
"2019-10-06",85
"2019-10-13",71
"2019-10-20",65
"2019-10-27",68
