"Time","CalFresh"
"2024-04-28",80
"2024-05-05",73
"2024-05-12",63
"2024-05-19",60
"2024-05-26",62
"2024-06-02",83
"2024-06-09",69
"2024-06-16",66
"2024-06-23",64
"2024-06-30",89
"2024-07-07",83
"2024-07-14",70
"2024-07-21",72
"2024-07-28",87
"2024-08-04",100
"2024-08-11",82
"2024-08-18",77
"2024-08-25",81
"2024-09-01",91
"2024-09-08",93
"2024-09-15",82
"2024-09-22",84
"2024-09-29",96
"2024-10-06",84
"2024-10-13",71
"2024-10-20",68
"2024-10-27",77
"2024-11-03",79
"2024-11-10",66
"2024-11-17",68
"2024-11-24",57
"2024-12-01",91
"2024-12-08",77
"2024-12-15",67
"2024-12-22",57
"2024-12-29",84
"2025-01-05",92
"2025-01-12",85
"2025-01-19",74
"2025-01-26",86
"2025-02-02",96
"2025-02-09",81
"2025-02-16",67
"2025-02-23",80
"2025-03-02",89
"2025-03-09",74
"2025-03-16",64
"2025-03-23",68
"2025-03-30",87
"2025-04-06",78
"2025-04-13",65
"2025-04-20",62
"2025-04-27",64
