"Time","CalFresh"
"2017-11-26",60
"2017-12-03",76
"2017-12-10",62
"2017-12-17",56
"2017-12-24",56
"2017-12-31",83
"2018-01-07",82
"2018-01-14",69
"2018-01-21",76
"2018-01-28",100
"2018-02-04",94
"2018-02-11",49
"2018-02-18",66
"2018-02-25",67
"2018-03-04",77
"2018-03-11",66
"2018-03-18",65
"2018-03-25",68
"2018-04-01",80
"2018-04-08",76
"2018-04-15",60
"2018-04-22",72
"2018-04-29",79
"2018-05-06",78
"2018-05-13",59
"2018-05-20",57
"2018-05-27",72
"2018-06-03",80
"2018-06-10",68
"2018-06-17",65
"2018-06-24",86
"2018-07-01",85
"2018-07-08",85
"2018-07-15",76
"2018-07-22",78
"2018-07-29",91
"2018-08-05",89
"2018-08-12",78
"2018-08-19",70
"2018-08-26",70
"2018-09-02",92
"2018-09-09",80
"2018-09-16",79
"2018-09-23",84
"2018-09-30",100
"2018-10-07",79
"2018-10-14",69
"2018-10-21",76
"2018-10-28",82
"2018-11-04",94
"2018-11-11",74
"2018-11-18",60
"2018-11-25",70
