"Time","CalFresh"
"2023-05-28",73
"2023-06-04",93
"2023-06-11",75
"2023-06-18",72
"2023-06-25",81
"2023-07-02",93
"2023-07-09",84
"2023-07-16",80
"2023-07-23",78
"2023-07-30",92
"2023-08-06",94
"2023-08-13",84
"2023-08-20",77
"2023-08-27",84
"2023-09-03",99
"2023-09-10",83
"2023-09-17",84
"2023-09-24",84
"2023-10-01",100
"2023-10-08",83
"2023-10-15",76
"2023-10-22",72
"2023-10-29",86
"2023-11-05",86
"2023-11-12",73
"2023-11-19",54
"2023-11-26",77
"2023-12-03",97
"2023-12-10",73
"2023-12-17",72
"2023-12-24",61
"2023-12-31",87
"2024-01-07",93
"2024-01-14",79
"2024-01-21",77
"2024-01-28",88
"2024-02-04",87
"2024-02-11",74
"2024-02-18",63
"2024-02-25",77
"2024-03-03",89
"2024-03-10",73
"2024-03-17",69
"2024-03-24",62
"2024-03-31",84
"2024-04-07",68
"2024-04-14",63
"2024-04-21",59
"2024-04-28",74
"2024-05-05",68
"2024-05-12",59
"2024-05-19",56
"2024-05-26",58
