"Time","snap topic"
"2021-08-01","54"
"2021-08-08","66"
"2021-08-15","92"
"2021-08-22","42"
"2021-08-29","84"
"2021-09-05","87"
"2021-09-12","67"
"2021-09-19","53"
"2021-09-26","46"
"2021-10-03","82"
"2021-10-10","79"
"2021-10-17","87"
"2021-10-24","0"
"2021-10-31","51"
"2021-11-07","76"
"2021-11-14","52"
"2021-11-21","50"
"2021-11-28","42"
"2021-12-05","100"
"2021-12-12","38"
"2021-12-19","0"
"2021-12-26","45"
"2022-01-02","80"
"2022-01-09","84"
"2022-01-16","47"
"2022-01-23","45"
"2022-01-30","57"
"2022-02-06","99"
"2022-02-13","44"
"2022-02-20","70"
"2022-02-27","54"
"2022-03-06","69"
"2022-03-13","71"
"2022-03-20","41"
"2022-03-27","53"
"2022-04-03","64"
"2022-04-10","72"
"2022-04-17","41"
"2022-04-24","41"
"2022-05-01","47"
"2022-05-08","58"
"2022-05-15","40"
"2022-05-22","67"
"2022-05-29","67"
"2022-06-05","72"
"2022-06-12","88"
"2022-06-19","56"
"2022-06-26","71"
"2022-07-03","91"
"2022-07-10","61"
"2022-07-17","47"
"2022-07-24","55"
"2022-07-31","86"
