"Time","snap topic"
"2017-01-01","100"
"2017-01-08","57"
"2017-01-15","57"
"2017-01-22","0"
"2017-01-29","61"
"2017-02-05","51"
"2017-02-12","0"
"2017-02-19","0"
"2017-02-26","64"
"2017-03-05","43"
"2017-03-12","0"
"2017-03-19","0"
"2017-03-26","81"
"2017-04-02","62"
"2017-04-09","49"
"2017-04-16","0"
"2017-04-23","56"
"2017-04-30","100"
"2017-05-07","47"
"2017-05-14","54"
"2017-05-21","54"
"2017-05-28","0"
"2017-06-04","74"
"2017-06-11","86"
"2017-06-18","48"
"2017-06-25","63"
"2017-07-02","0"
"2017-07-09","0"
"2017-07-16","0"
"2017-07-23","68"
"2017-07-30","0"
"2017-08-06","75"
"2017-08-13","54"
"2017-08-20","0"
"2017-08-27","82"
"2017-09-03","0"
"2017-09-10","67"
"2017-09-17","0"
"2017-09-24","48"
"2017-10-01","89"
"2017-10-08","46"
"2017-10-15","45"
"2017-10-22","76"
"2017-10-29","60"
"2017-11-05","92"
"2017-11-12","65"
"2017-11-19","70"
"2017-11-26","62"
"2017-12-03","68"
"2017-12-10","67"
"2017-12-17","47"
"2017-12-24","0"
"2017-12-31","94"
