"Time","snap topic"
"2023-05-28","65"
"2023-06-04","62"
"2023-06-11","55"
"2023-06-18","46"
"2023-06-25","68"
"2023-07-02","74"
"2023-07-09","90"
"2023-07-16","54"
"2023-07-23","34"
"2023-07-30","78"
"2023-08-06","87"
"2023-08-13","58"
"2023-08-20","65"
"2023-08-27","78"
"2023-09-03","75"
"2023-09-10","65"
"2023-09-17","59"
"2023-09-24","87"
"2023-10-01","73"
"2023-10-08","100"
"2023-10-15","60"
"2023-10-22","54"
"2023-10-29","68"
"2023-11-05","91"
"2023-11-12","47"
"2023-11-19","34"
"2023-11-26","63"
"2023-12-03","48"
"2023-12-10","88"
"2023-12-17","54"
"2023-12-24","30"
"2023-12-31","62"
"2024-01-07","60"
"2024-01-14","80"
"2024-01-21","58"
"2024-01-28","43"
"2024-02-04","52"
"2024-02-11","50"
"2024-02-18","50"
"2024-02-25","66"
"2024-03-03","56"
"2024-03-10","57"
"2024-03-17","38"
"2024-03-24","60"
"2024-03-31","56"
"2024-04-07","65"
"2024-04-14","87"
"2024-04-21","55"
"2024-04-28","45"
"2024-05-05","52"
"2024-05-12","37"
"2024-05-19","55"
"2024-05-26","82"
