"Time","snap topic"
"2022-06-26","60"
"2022-07-03","77"
"2022-07-10","51"
"2022-07-17","39"
"2022-07-24","46"
"2022-07-31","73"
"2022-08-07","67"
"2022-08-14","52"
"2022-08-21","51"
"2022-08-28","48"
"2022-09-04","70"
"2022-09-11","78"
"2022-09-18","53"
"2022-09-25","68"
"2022-10-02","68"
"2022-10-09","77"
"2022-10-16","55"
"2022-10-23","68"
"2022-10-30","80"
"2022-11-06","72"
"2022-11-13","63"
"2022-11-20","68"
"2022-11-27","60"
"2022-12-04","74"
"2022-12-11","49"
"2022-12-18","50"
"2022-12-25","41"
"2023-01-01","69"
"2023-01-08","99"
"2023-01-15","100"
"2023-01-22","49"
"2023-01-29","49"
"2023-02-05","60"
"2023-02-12","43"
"2023-02-19","54"
"2023-02-26","55"
"2023-03-05","50"
"2023-03-12","62"
"2023-03-19","39"
"2023-03-26","36"
"2023-04-02","48"
"2023-04-09","42"
"2023-04-16","41"
"2023-04-23","54"
"2023-04-30","65"
"2023-05-07","53"
"2023-05-14","40"
"2023-05-21","40"
"2023-05-28","51"
"2023-06-04","49"
"2023-06-11","43"
"2023-06-18","36"
"2023-06-25","54"
