"Time","snap topic"
"2017-11-26","34"
"2017-12-03","64"
"2017-12-10","61"
"2017-12-17","49"
"2017-12-24","41"
"2017-12-31","48"
"2018-01-07","55"
"2018-01-14","57"
"2018-01-21","54"
"2018-01-28","57"
"2018-02-04","100"
"2018-02-11","99"
"2018-02-18","83"
"2018-02-25","59"
"2018-03-04","53"
"2018-03-11","50"
"2018-03-18","56"
"2018-03-25","43"
"2018-04-01","55"
"2018-04-08","53"
"2018-04-15","45"
"2018-04-22","51"
"2018-04-29","89"
"2018-05-06","56"
"2018-05-13","53"
"2018-05-20","48"
"2018-05-27","48"
"2018-06-03","51"
"2018-06-10","56"
"2018-06-17","63"
"2018-06-24","54"
"2018-07-01","46"
"2018-07-08","51"
"2018-07-15","58"
"2018-07-22","58"
"2018-07-29","57"
"2018-08-05","99"
"2018-08-12","50"
"2018-08-19","48"
"2018-08-26","58"
"2018-09-02","63"
"2018-09-09","53"
"2018-09-16","50"
"2018-09-23","52"
"2018-09-30","65"
"2018-10-07","66"
"2018-10-14","41"
"2018-10-21","31"
"2018-10-28","38"
"2018-11-04","49"
"2018-11-11","49"
"2018-11-18","36"
"2018-11-25","42"
