"Time","snap topic"
"2022-06-26","63"
"2022-07-03","63"
"2022-07-10","74"
"2022-07-17","100"
"2022-07-24","59"
"2022-07-31","65"
"2022-08-07","66"
"2022-08-14","57"
"2022-08-21","60"
"2022-08-28","76"
"2022-09-04","71"
"2022-09-11","59"
"2022-09-18","61"
"2022-09-25","61"
"2022-10-02","83"
"2022-10-09","70"
"2022-10-16","74"
"2022-10-23","63"
"2022-10-30","69"
"2022-11-06","63"
"2022-11-13","71"
"2022-11-20","59"
"2022-11-27","60"
"2022-12-04","62"
"2022-12-11","66"
"2022-12-18","55"
"2022-12-25","50"
"2023-01-01","55"
"2023-01-08","63"
"2023-01-15","71"
"2023-01-22","66"
"2023-01-29","70"
"2023-02-05","70"
"2023-02-12","60"
"2023-02-19","50"
"2023-02-26","71"
"2023-03-05","64"
"2023-03-12","65"
"2023-03-19","73"
"2023-03-26","61"
"2023-04-02","56"
"2023-04-09","55"
"2023-04-16","59"
"2023-04-23","60"
"2023-04-30","64"
"2023-05-07","49"
"2023-05-14","56"
"2023-05-21","52"
"2023-05-28","73"
"2023-06-04","66"
"2023-06-11","53"
"2023-06-18","52"
"2023-06-25","59"
