"Time","snap topic"
"2021-08-01","61"
"2021-08-08","57"
"2021-08-15","87"
"2021-08-22","56"
"2021-08-29","69"
"2021-09-05","83"
"2021-09-12","60"
"2021-09-19","62"
"2021-09-26","79"
"2021-10-03","73"
"2021-10-10","77"
"2021-10-17","84"
"2021-10-24","63"
"2021-10-31","73"
"2021-11-07","65"
"2021-11-14","64"
"2021-11-21","47"
"2021-11-28","63"
"2021-12-05","67"
"2021-12-12","63"
"2021-12-19","55"
"2021-12-26","49"
"2022-01-02","63"
"2022-01-09","72"
"2022-01-16","49"
"2022-01-23","52"
"2022-01-30","86"
"2022-02-06","74"
"2022-02-13","68"
"2022-02-20","66"
"2022-02-27","67"
"2022-03-06","61"
"2022-03-13","60"
"2022-03-20","56"
"2022-03-27","57"
"2022-04-03","57"
"2022-04-10","59"
"2022-04-17","53"
"2022-04-24","54"
"2022-05-01","55"
"2022-05-08","62"
"2022-05-15","67"
"2022-05-22","83"
"2022-05-29","53"
"2022-06-05","59"
"2022-06-12","56"
"2022-06-19","54"
"2022-06-26","63"
"2022-07-03","63"
"2022-07-10","74"
"2022-07-17","100"
"2022-07-24","59"
"2022-07-31","65"
