"Time","snap topic"
"2022-06-26","67"
"2022-07-03","63"
"2022-07-10","80"
"2022-07-17","100"
"2022-07-24","64"
"2022-07-31","68"
"2022-08-07","66"
"2022-08-14","68"
"2022-08-21","57"
"2022-08-28","65"
"2022-09-04","61"
"2022-09-11","75"
"2022-09-18","85"
"2022-09-25","65"
"2022-10-02","78"
"2022-10-09","78"
"2022-10-16","69"
"2022-10-23","69"
"2022-10-30","52"
"2022-11-06","66"
"2022-11-13","85"
"2022-11-20","66"
"2022-11-27","53"
"2022-12-04","68"
"2022-12-11","63"
"2022-12-18","73"
"2022-12-25","57"
"2023-01-01","79"
"2023-01-08","73"
"2023-01-15","76"
"2023-01-22","76"
"2023-01-29","75"
"2023-02-05","79"
"2023-02-12","61"
"2023-02-19","59"
"2023-02-26","71"
"2023-03-05","62"
"2023-03-12","81"
"2023-03-19","76"
"2023-03-26","58"
"2023-04-02","66"
"2023-04-09","68"
"2023-04-16","55"
"2023-04-23","62"
"2023-04-30","51"
"2023-05-07","53"
"2023-05-14","57"
"2023-05-21","53"
"2023-05-28","81"
"2023-06-04","64"
"2023-06-11","62"
"2023-06-18","45"
"2023-06-25","63"
