"Time","snap topic"
"2017-01-01","37"
"2017-01-08","43"
"2017-01-15","37"
"2017-01-22","50"
"2017-01-29","50"
"2017-02-05","43"
"2017-02-12","39"
"2017-02-19","34"
"2017-02-26","100"
"2017-03-05","77"
"2017-03-12","37"
"2017-03-19","34"
"2017-03-26","28"
"2017-04-02","30"
"2017-04-09","47"
"2017-04-16","28"
"2017-04-23","35"
"2017-04-30","29"
"2017-05-07","37"
"2017-05-14","35"
"2017-05-21","50"
"2017-05-28","29"
"2017-06-04","41"
"2017-06-11","26"
"2017-06-18","41"
"2017-06-25","39"
"2017-07-02","54"
"2017-07-09","50"
"2017-07-16","38"
"2017-07-23","38"
"2017-07-30","46"
"2017-08-06","54"
"2017-08-13","35"
"2017-08-20","30"
"2017-08-27","29"
"2017-09-03","34"
"2017-09-10","36"
"2017-09-17","32"
"2017-09-24","37"
"2017-10-01","39"
"2017-10-08","31"
"2017-10-15","31"
"2017-10-22","33"
"2017-10-29","38"
"2017-11-05","45"
"2017-11-12","25"
"2017-11-19","22"
"2017-11-26","27"
"2017-12-03","38"
"2017-12-10","40"
"2017-12-17","28"
"2017-12-24","28"
"2017-12-31","37"
