"Time","snap topic"
"2017-11-26","34"
"2017-12-03","48"
"2017-12-10","50"
"2017-12-17","35"
"2017-12-24","35"
"2017-12-31","47"
"2018-01-07","55"
"2018-01-14","41"
"2018-01-21","41"
"2018-01-28","52"
"2018-02-04","61"
"2018-02-11","100"
"2018-02-18","57"
"2018-02-25","46"
"2018-03-04","64"
"2018-03-11","46"
"2018-03-18","40"
"2018-03-25","36"
"2018-04-01","42"
"2018-04-08","52"
"2018-04-15","34"
"2018-04-22","46"
"2018-04-29","50"
"2018-05-06","48"
"2018-05-13","35"
"2018-05-20","33"
"2018-05-27","34"
"2018-06-03","48"
"2018-06-10","38"
"2018-06-17","61"
"2018-06-24","39"
"2018-07-01","46"
"2018-07-08","47"
"2018-07-15","32"
"2018-07-22","42"
"2018-07-29","52"
"2018-08-05","56"
"2018-08-12","47"
"2018-08-19","50"
"2018-08-26","43"
"2018-09-02","48"
"2018-09-09","45"
"2018-09-16","38"
"2018-09-23","41"
"2018-09-30","50"
"2018-10-07","39"
"2018-10-14","35"
"2018-10-21","40"
"2018-10-28","36"
"2018-11-04","56"
"2018-11-11","40"
"2018-11-18","31"
"2018-11-25","39"
