"Time","snap topic"
"2021-08-01","50"
"2021-08-08","61"
"2021-08-15","96"
"2021-08-22","64"
"2021-08-29","66"
"2021-09-05","82"
"2021-09-12","67"
"2021-09-19","66"
"2021-09-26","68"
"2021-10-03","54"
"2021-10-10","72"
"2021-10-17","84"
"2021-10-24","66"
"2021-10-31","56"
"2021-11-07","69"
"2021-11-14","57"
"2021-11-21","49"
"2021-11-28","65"
"2021-12-05","81"
"2021-12-12","55"
"2021-12-19","57"
"2021-12-26","48"
"2022-01-02","74"
"2022-01-09","62"
"2022-01-16","71"
"2022-01-23","71"
"2022-01-30","76"
"2022-02-06","68"
"2022-02-13","79"
"2022-02-20","77"
"2022-02-27","64"
"2022-03-06","69"
"2022-03-13","66"
"2022-03-20","65"
"2022-03-27","54"
"2022-04-03","67"
"2022-04-10","65"
"2022-04-17","59"
"2022-04-24","54"
"2022-05-01","54"
"2022-05-08","71"
"2022-05-15","85"
"2022-05-22","70"
"2022-05-29","55"
"2022-06-05","73"
"2022-06-12","63"
"2022-06-19","54"
"2022-06-26","67"
"2022-07-03","63"
"2022-07-10","80"
"2022-07-17","100"
"2022-07-24","64"
"2022-07-31","68"
