"Time","snap topic"
"2023-05-28","91"
"2023-06-04","89"
"2023-06-11","76"
"2023-06-18","70"
"2023-06-25","86"
"2023-07-02","89"
"2023-07-09","93"
"2023-07-16","89"
"2023-07-23","86"
"2023-07-30","91"
"2023-08-06","100"
"2023-08-13","82"
"2023-08-20","79"
"2023-08-27","95"
"2023-09-03","91"
"2023-09-10","77"
"2023-09-17","79"
"2023-09-24","88"
"2023-10-01","94"
"2023-10-08","76"
"2023-10-15","69"
"2023-10-22","64"
"2023-10-29","76"
"2023-11-05","80"
"2023-11-12","71"
"2023-11-19","50"
"2023-11-26","66"
"2023-12-03","80"
"2023-12-10","75"
"2023-12-17","76"
"2023-12-24","61"
"2023-12-31","78"
"2024-01-07","80"
"2024-01-14","72"
"2024-01-21","75"
"2024-01-28","82"
"2024-02-04","79"
"2024-02-11","66"
"2024-02-18","63"
"2024-02-25","69"
"2024-03-03","74"
"2024-03-10","65"
"2024-03-17","60"
"2024-03-24","74"
"2024-03-31","94"
"2024-04-07","72"
"2024-04-14","71"
"2024-04-21","60"
"2024-04-28","62"
"2024-05-05","68"
"2024-05-12","58"
"2024-05-19","64"
"2024-05-26","59"
