"Time","snap topic"
"2018-10-28","24"
"2018-11-04","32"
"2018-11-11","32"
"2018-11-18","20"
"2018-11-25","23"
"2018-12-02","31"
"2018-12-09","25"
"2018-12-16","30"
"2018-12-23","27"
"2018-12-30","36"
"2019-01-06","65"
"2019-01-13","100"
"2019-01-20","57"
"2019-01-27","34"
"2019-02-03","34"
"2019-02-10","29"
"2019-02-17","37"
"2019-02-24","33"
"2019-03-03","33"
"2019-03-10","29"
"2019-03-17","24"
"2019-03-24","27"
"2019-03-31","34"
"2019-04-07","30"
"2019-04-14","27"
"2019-04-21","29"
"2019-04-28","29"
"2019-05-05","35"
"2019-05-12","33"
"2019-05-19","33"
"2019-05-26","29"
"2019-06-02","39"
"2019-06-09","34"
"2019-06-16","35"
"2019-06-23","32"
"2019-06-30","34"
"2019-07-07","38"
"2019-07-14","35"
"2019-07-21","49"
"2019-07-28","35"
"2019-08-04","40"
"2019-08-11","37"
"2019-08-18","33"
"2019-08-25","30"
"2019-09-01","33"
"2019-09-08","34"
"2019-09-15","28"
"2019-09-22","27"
"2019-09-29","35"
"2019-10-06","32"
"2019-10-13","29"
"2019-10-20","32"
"2019-10-27","27"
