"Time","snap topic"
"2017-01-01","53"
"2017-01-08","52"
"2017-01-15","50"
"2017-01-22","49"
"2017-01-29","58"
"2017-02-05","54"
"2017-02-12","44"
"2017-02-19","45"
"2017-02-26","100"
"2017-03-05","88"
"2017-03-12","59"
"2017-03-19","46"
"2017-03-26","34"
"2017-04-02","41"
"2017-04-09","39"
"2017-04-16","43"
"2017-04-23","38"
"2017-04-30","44"
"2017-05-07","36"
"2017-05-14","42"
"2017-05-21","57"
"2017-05-28","41"
"2017-06-04","48"
"2017-06-11","40"
"2017-06-18","49"
"2017-06-25","52"
"2017-07-02","55"
"2017-07-09","60"
"2017-07-16","50"
"2017-07-23","49"
"2017-07-30","61"
"2017-08-06","63"
"2017-08-13","46"
"2017-08-20","39"
"2017-08-27","37"
"2017-09-03","40"
"2017-09-10","43"
"2017-09-17","36"
"2017-09-24","40"
"2017-10-01","45"
"2017-10-08","43"
"2017-10-15","42"
"2017-10-22","40"
"2017-10-29","39"
"2017-11-05","56"
"2017-11-12","41"
"2017-11-19","29"
"2017-11-26","35"
"2017-12-03","49"
"2017-12-10","42"
"2017-12-17","35"
"2017-12-24","36"
"2017-12-31","52"
