"Time","snap topic"
"2017-11-26","45"
"2017-12-03","63"
"2017-12-10","54"
"2017-12-17","45"
"2017-12-24","46"
"2017-12-31","67"
"2018-01-07","67"
"2018-01-14","60"
"2018-01-21","54"
"2018-01-28","67"
"2018-02-04","77"
"2018-02-11","100"
"2018-02-18","62"
"2018-02-25","56"
"2018-03-04","62"
"2018-03-11","54"
"2018-03-18","49"
"2018-03-25","45"
"2018-04-01","61"
"2018-04-08","63"
"2018-04-15","50"
"2018-04-22","50"
"2018-04-29","70"
"2018-05-06","61"
"2018-05-13","48"
"2018-05-20","47"
"2018-05-27","52"
"2018-06-03","65"
"2018-06-10","53"
"2018-06-17","64"
"2018-06-24","59"
"2018-07-01","59"
"2018-07-08","66"
"2018-07-15","58"
"2018-07-22","55"
"2018-07-29","57"
"2018-08-05","77"
"2018-08-12","54"
"2018-08-19","56"
"2018-08-26","56"
"2018-09-02","61"
"2018-09-09","61"
"2018-09-16","46"
"2018-09-23","50"
"2018-09-30","60"
"2018-10-07","66"
"2018-10-14","47"
"2018-10-21","41"
"2018-10-28","43"
"2018-11-04","57"
"2018-11-11","57"
"2018-11-18","36"
"2018-11-25","42"
