"Time","snap topic"
"2021-08-01","62"
"2021-08-08","70"
"2021-08-15","100"
"2021-08-22","62"
"2021-08-29","75"
"2021-09-05","84"
"2021-09-12","63"
"2021-09-19","62"
"2021-09-26","70"
"2021-10-03","78"
"2021-10-10","82"
"2021-10-17","74"
"2021-10-24","65"
"2021-10-31","75"
"2021-11-07","75"
"2021-11-14","66"
"2021-11-21","51"
"2021-11-28","64"
"2021-12-05","68"
"2021-12-12","56"
"2021-12-19","53"
"2021-12-26","52"
"2022-01-02","71"
"2022-01-09","73"
"2022-01-16","68"
"2022-01-23","62"
"2022-01-30","78"
"2022-02-06","78"
"2022-02-13","79"
"2022-02-20","85"
"2022-02-27","69"
"2022-03-06","81"
"2022-03-13","72"
"2022-03-20","82"
"2022-03-27","63"
"2022-04-03","73"
"2022-04-10","66"
"2022-04-17","61"
"2022-04-24","60"
"2022-05-01","70"
"2022-05-08","64"
"2022-05-15","68"
"2022-05-22","70"
"2022-05-29","62"
"2022-06-05","69"
"2022-06-12","69"
"2022-06-19","65"
"2022-06-26","75"
"2022-07-03","81"
"2022-07-10","92"
"2022-07-17","87"
"2022-07-24","72"
"2022-07-31","75"
