"Time","CalFresh"
"2018-10-28",54
"2018-11-04",57
"2018-11-11",71
"2018-11-18",42
"2018-11-25",66
"2018-12-02",54
"2018-12-09",56
"2018-12-16",43
"2018-12-23",32
"2018-12-30",39
"2019-01-06",58
"2019-01-13",84
"2019-01-20",66
"2019-01-27",64
"2019-02-03",51
"2019-02-10",64
"2019-02-17",64
"2019-02-24",61
"2019-03-03",60
"2019-03-10",58
"2019-03-17",52
"2019-03-24",47
"2019-03-31",68
"2019-04-07",60
"2019-04-14",67
"2019-04-21",63
"2019-04-28",79
"2019-05-05",56
"2019-05-12",61
"2019-05-19",61
"2019-05-26",69
"2019-06-02",95
"2019-06-09",64
"2019-06-16",70
"2019-06-23",75
"2019-06-30",67
"2019-07-07",81
"2019-07-14",72
"2019-07-21",93
"2019-07-28",96
"2019-08-04",92
"2019-08-11",94
"2019-08-18",73
"2019-08-25",88
"2019-09-01",94
"2019-09-08",91
"2019-09-15",71
"2019-09-22",85
"2019-09-29",100
"2019-10-06",81
"2019-10-13",65
"2019-10-20",80
"2019-10-27",84
