"Time","CalFresh"
"2017-01-01",0
"2017-01-08",27
"2017-01-15",0
"2017-01-22",0
"2017-01-29",0
"2017-02-05",32
"2017-02-12",23
"2017-02-19",0
"2017-02-26",28
"2017-03-05",30
"2017-03-12",55
"2017-03-19",25
"2017-03-26",53
"2017-04-02",51
"2017-04-09",42
"2017-04-16",32
"2017-04-23",32
"2017-04-30",65
"2017-05-07",59
"2017-05-14",54
"2017-05-21",53
"2017-05-28",65
"2017-06-04",54
"2017-06-11",59
"2017-06-18",56
"2017-06-25",74
"2017-07-02",69
"2017-07-09",100
"2017-07-16",42
"2017-07-23",76
"2017-07-30",86
"2017-08-06",69
"2017-08-13",68
"2017-08-20",58
"2017-08-27",66
"2017-09-03",72
"2017-09-10",80
"2017-09-17",48
"2017-09-24",58
"2017-10-01",65
"2017-10-08",38
"2017-10-15",64
"2017-10-22",40
"2017-10-29",64
"2017-11-05",65
"2017-11-12",70
"2017-11-19",32
"2017-11-26",48
"2017-12-03",78
"2017-12-10",48
"2017-12-17",50
"2017-12-24",51
"2017-12-31",66
