"Time","CalFresh"
"2024-04-28",72
"2024-05-05",68
"2024-05-12",65
"2024-05-19",60
"2024-05-26",57
"2024-06-02",66
"2024-06-09",69
"2024-06-16",58
"2024-06-23",60
"2024-06-30",58
"2024-07-07",59
"2024-07-14",69
"2024-07-21",57
"2024-07-28",75
"2024-08-04",93
"2024-08-11",75
"2024-08-18",69
"2024-08-25",77
"2024-09-01",84
"2024-09-08",80
"2024-09-15",86
"2024-09-22",75
"2024-09-29",92
"2024-10-06",86
"2024-10-13",83
"2024-10-20",76
"2024-10-27",91
"2024-11-03",82
"2024-11-10",71
"2024-11-17",89
"2024-11-24",48
"2024-12-01",81
"2024-12-08",72
"2024-12-15",58
"2024-12-22",52
"2024-12-29",68
"2025-01-05",91
"2025-01-12",85
"2025-01-19",85
"2025-01-26",87
"2025-02-02",100
"2025-02-09",78
"2025-02-16",59
"2025-02-23",77
"2025-03-02",95
"2025-03-09",82
"2025-03-16",94
"2025-03-23",74
"2025-03-30",73
"2025-04-06",86
"2025-04-13",55
"2025-04-20",63
"2025-04-27",71
