"Time","CalFresh"
"2017-11-26",54
"2017-12-03",88
"2017-12-10",53
"2017-12-17",56
"2017-12-24",57
"2017-12-31",74
"2018-01-07",76
"2018-01-14",73
"2018-01-21",63
"2018-01-28",85
"2018-02-04",90
"2018-02-11",67
"2018-02-18",71
"2018-02-25",65
"2018-03-04",99
"2018-03-11",77
"2018-03-18",75
"2018-03-25",61
"2018-04-01",75
"2018-04-08",61
"2018-04-15",63
"2018-04-22",70
"2018-04-29",92
"2018-05-06",61
"2018-05-13",68
"2018-05-20",54
"2018-05-27",68
"2018-06-03",83
"2018-06-10",74
"2018-06-17",55
"2018-06-24",80
"2018-07-01",93
"2018-07-08",68
"2018-07-15",56
"2018-07-22",82
"2018-07-29",99
"2018-08-05",58
"2018-08-12",83
"2018-08-19",95
"2018-08-26",77
"2018-09-02",90
"2018-09-09",70
"2018-09-16",74
"2018-09-23",65
"2018-09-30",96
"2018-10-07",87
"2018-10-14",69
"2018-10-21",72
"2018-10-28",77
"2018-11-04",80
"2018-11-11",100
"2018-11-18",60
"2018-11-25",93
