"Time","CalFresh"
"2022-06-26",65
"2022-07-03",66
"2022-07-10",78
"2022-07-17",100
"2022-07-24",70
"2022-07-31",70
"2022-08-07",77
"2022-08-14",76
"2022-08-21",81
"2022-08-28",74
"2022-09-04",77
"2022-09-11",82
"2022-09-18",87
"2022-09-25",94
"2022-10-02",100
"2022-10-09",80
"2022-10-16",83
"2022-10-23",77
"2022-10-30",75
"2022-11-06",83
"2022-11-13",84
"2022-11-20",64
"2022-11-27",72
"2022-12-04",73
"2022-12-11",60
"2022-12-18",73
"2022-12-25",59
"2023-01-01",83
"2023-01-08",86
"2023-01-15",71
"2023-01-22",80
"2023-01-29",94
"2023-02-05",68
"2023-02-12",70
"2023-02-19",69
"2023-02-26",84
"2023-03-05",77
"2023-03-12",69
"2023-03-19",79
"2023-03-26",63
"2023-04-02",70
"2023-04-09",74
"2023-04-16",61
"2023-04-23",67
"2023-04-30",63
"2023-05-07",63
"2023-05-14",63
"2023-05-21",68
"2023-05-28",63
"2023-06-04",66
"2023-06-11",53
"2023-06-18",59
"2023-06-25",67
