"Time","CalFresh"
"2023-05-28",79
"2023-06-04",72
"2023-06-11",64
"2023-06-18",72
"2023-06-25",71
"2023-07-02",93
"2023-07-09",85
"2023-07-16",87
"2023-07-23",86
"2023-07-30",95
"2023-08-06",86
"2023-08-13",83
"2023-08-20",69
"2023-08-27",89
"2023-09-03",95
"2023-09-10",88
"2023-09-17",79
"2023-09-24",86
"2023-10-01",99
"2023-10-08",78
"2023-10-15",67
"2023-10-22",71
"2023-10-29",89
"2023-11-05",95
"2023-11-12",73
"2023-11-19",54
"2023-11-26",75
"2023-12-03",85
"2023-12-10",67
"2023-12-17",61
"2023-12-24",48
"2023-12-31",88
"2024-01-07",100
"2024-01-14",81
"2024-01-21",85
"2024-01-28",88
"2024-02-04",88
"2024-02-11",78
"2024-02-18",73
"2024-02-25",83
"2024-03-03",91
"2024-03-10",78
"2024-03-17",58
"2024-03-24",65
"2024-03-31",78
"2024-04-07",73
"2024-04-14",56
"2024-04-21",65
"2024-04-28",78
"2024-05-05",77
"2024-05-12",70
"2024-05-19",73
"2024-05-26",69
