"Time","CalFresh"
"2024-04-28",78
"2024-05-05",77
"2024-05-12",70
"2024-05-19",73
"2024-05-26",69
"2024-06-02",100
"2024-06-09",62
"2024-06-16",72
"2024-06-23",67
"2024-06-30",82
"2024-07-07",81
"2024-07-14",72
"2024-07-21",72
"2024-07-28",72
"2024-08-04",90
"2024-08-11",79
"2024-08-18",82
"2024-08-25",77
"2024-09-01",93
"2024-09-08",89
"2024-09-15",84
"2024-09-22",87
"2024-09-29",97
"2024-10-06",88
"2024-10-13",77
"2024-10-20",73
"2024-10-27",69
"2024-11-03",89
"2024-11-10",65
"2024-11-17",59
"2024-11-24",47
"2024-12-01",90
"2024-12-08",67
"2024-12-15",63
"2024-12-22",39
"2024-12-29",86
"2025-01-05",97
"2025-01-12",80
"2025-01-19",63
"2025-01-26",77
"2025-02-02",88
"2025-02-09",74
"2025-02-16",65
"2025-02-23",75
"2025-03-02",79
"2025-03-09",65
"2025-03-16",71
"2025-03-23",74
"2025-03-30",78
"2025-04-06",76
"2025-04-13",69
"2025-04-20",73
"2025-04-27",76
