"Time","CalFresh"
"2022-06-26",61
"2022-07-03",69
"2022-07-10",84
"2022-07-17",91
"2022-07-24",67
"2022-07-31",80
"2022-08-07",69
"2022-08-14",73
"2022-08-21",74
"2022-08-28",79
"2022-09-04",73
"2022-09-11",66
"2022-09-18",81
"2022-09-25",84
"2022-10-02",91
"2022-10-09",97
"2022-10-16",80
"2022-10-23",66
"2022-10-30",73
"2022-11-06",78
"2022-11-13",85
"2022-11-20",62
"2022-11-27",66
"2022-12-04",64
"2022-12-11",57
"2022-12-18",48
"2022-12-25",46
"2023-01-01",75
"2023-01-08",86
"2023-01-15",73
"2023-01-22",73
"2023-01-29",100
"2023-02-05",81
"2023-02-12",64
"2023-02-19",69
"2023-02-26",86
"2023-03-05",83
"2023-03-12",80
"2023-03-19",69
"2023-03-26",72
"2023-04-02",82
"2023-04-09",61
"2023-04-16",66
"2023-04-23",67
"2023-04-30",77
"2023-05-07",66
"2023-05-14",59
"2023-05-21",59
"2023-05-28",73
"2023-06-04",66
"2023-06-11",59
"2023-06-18",66
"2023-06-25",65
