"Time","CalFresh"
"2018-10-28",48
"2018-11-04",61
"2018-11-11",51
"2018-11-18",32
"2018-11-25",57
"2018-12-02",60
"2018-12-09",65
"2018-12-16",41
"2018-12-23",40
"2018-12-30",68
"2019-01-06",75
"2019-01-13",77
"2019-01-20",59
"2019-01-27",69
"2019-02-03",47
"2019-02-10",54
"2019-02-17",66
"2019-02-24",70
"2019-03-03",53
"2019-03-10",51
"2019-03-17",46
"2019-03-24",37
"2019-03-31",73
"2019-04-07",50
"2019-04-14",63
"2019-04-21",47
"2019-04-28",80
"2019-05-05",79
"2019-05-12",73
"2019-05-19",75
"2019-05-26",72
"2019-06-02",96
"2019-06-09",90
"2019-06-16",96
"2019-06-23",82
"2019-06-30",79
"2019-07-07",81
"2019-07-14",69
"2019-07-21",76
"2019-07-28",89
"2019-08-04",79
"2019-08-11",76
"2019-08-18",69
"2019-08-25",87
"2019-09-01",100
"2019-09-08",80
"2019-09-15",68
"2019-09-22",71
"2019-09-29",94
"2019-10-06",76
"2019-10-13",73
"2019-10-20",81
"2019-10-27",62
