"Time","CalFresh"
"2017-11-26",93
"2017-12-03",63
"2017-12-10",71
"2017-12-17",50
"2017-12-24",30
"2017-12-31",54
"2018-01-07",69
"2018-01-14",59
"2018-01-21",66
"2018-01-28",51
"2018-02-04",78
"2018-02-11",78
"2018-02-18",61
"2018-02-25",76
"2018-03-04",74
"2018-03-11",66
"2018-03-18",58
"2018-03-25",43
"2018-04-01",74
"2018-04-08",53
"2018-04-15",53
"2018-04-22",68
"2018-04-29",64
"2018-05-06",64
"2018-05-13",52
"2018-05-20",65
"2018-05-27",50
"2018-06-03",81
"2018-06-10",65
"2018-06-17",65
"2018-06-24",62
"2018-07-01",71
"2018-07-08",75
"2018-07-15",80
"2018-07-22",81
"2018-07-29",73
"2018-08-05",87
"2018-08-12",69
"2018-08-19",51
"2018-08-26",80
"2018-09-02",82
"2018-09-09",75
"2018-09-16",80
"2018-09-23",69
"2018-09-30",100
"2018-10-07",75
"2018-10-14",74
"2018-10-21",59
"2018-10-28",61
"2018-11-04",79
"2018-11-11",65
"2018-11-18",41
"2018-11-25",74
