"Time","snap topic"
"2025-03-30","9"
"2025-04-06","10"
"2025-04-13","8"
"2025-04-20","7"
"2025-04-27","7"
"2025-05-04","0"
"2025-05-11","6"
"2025-05-18","7"
"2025-05-25","9"
"2025-06-01","0"
"2025-06-08","10"
"2025-06-15","0"
"2025-06-22","0"
"2025-06-29","19"
"2025-07-06","14"
"2025-07-13","9"
"2025-07-20","0"
"2025-07-27","14"
"2025-08-03","9"
"2025-08-10","0"
"2025-08-17","8"
"2025-08-24","0"
"2025-08-31","13"
"2025-09-07","10"
"2025-09-14","9"
"2025-09-21","7"
"2025-09-28","10"
"2025-10-05","12"
"2025-10-12","16"
"2025-10-19","39"
"2025-10-26","100"
"2025-11-02","97"
"2025-11-09","47"
"2025-11-16","18"
"2025-11-23","0"
"2025-11-30","14"
"2025-12-07","18"
"2025-12-14","10"
"2025-12-21","0"
"2025-12-28","15"
