"Time","snap topic"
"2023-05-28","52"
"2023-06-04","89"
"2023-06-11","66"
"2023-06-18","72"
"2023-06-25","51"
"2023-07-02","77"
"2023-07-09","55"
"2023-07-16","67"
"2023-07-23","65"
"2023-07-30","60"
"2023-08-06","96"
"2023-08-13","63"
"2023-08-20","62"
"2023-08-27","60"
"2023-09-03","92"
"2023-09-10","69"
"2023-09-17","0"
"2023-09-24","53"
"2023-10-01","75"
"2023-10-08","0"
"2023-10-15","100"
"2023-10-22","75"
"2023-10-29","48"
"2023-11-05","82"
"2023-11-12","84"
"2023-11-19","52"
"2023-11-26","74"
"2023-12-03","63"
"2023-12-10","53"
"2023-12-17","54"
"2023-12-24","0"
"2023-12-31","81"
"2024-01-07","52"
"2024-01-14","72"
"2024-01-21","48"
"2024-01-28","46"
"2024-02-04","96"
"2024-02-11","70"
"2024-02-18","0"
"2024-02-25","0"
"2024-03-03","65"
"2024-03-10","0"
"2024-03-17","90"
"2024-03-24","68"
"2024-03-31","62"
"2024-04-07","47"
"2024-04-14","0"
"2024-04-21","62"
"2024-04-28","60"
"2024-05-05","0"
"2024-05-12","56"
"2024-05-19","72"
"2024-05-26","74"
