"Time","food stamps"
"2023-05-28","0"
"2023-06-04","0"
"2023-06-11","50"
"2023-06-18","57"
"2023-06-25","0"
"2023-07-02","64"
"2023-07-09","55"
"2023-07-16","50"
"2023-07-23","62"
"2023-07-30","0"
"2023-08-06","76"
"2023-08-13","48"
"2023-08-20","0"
"2023-08-27","55"
"2023-09-03","0"
"2023-09-10","59"
"2023-09-17","63"
"2023-09-24","78"
"2023-10-01","69"
"2023-10-08","55"
"2023-10-15","100"
"2023-10-22","0"
"2023-10-29","0"
"2023-11-05","58"
"2023-11-12","53"
"2023-11-19","0"
"2023-11-26","0"
"2023-12-03","0"
"2023-12-10","0"
"2023-12-17","0"
"2023-12-24","0"
"2023-12-31","62"
"2024-01-07","0"
"2024-01-14","0"
"2024-01-21","0"
"2024-01-28","0"
"2024-02-04","49"
"2024-02-11","0"
"2024-02-18","0"
"2024-02-25","62"
"2024-03-03","0"
"2024-03-10","0"
"2024-03-17","53"
"2024-03-24","54"
"2024-03-31","0"
"2024-04-07","0"
"2024-04-14","0"
"2024-04-21","0"
"2024-04-28","0"
"2024-05-05","70"
"2024-05-12","0"
"2024-05-19","0"
"2024-05-26","0"
