"Time","CalFresh"
"2017-11-26",37
"2017-12-03",0
"2017-12-10",0
"2017-12-17",0
"2017-12-24",0
"2017-12-31",0
"2018-01-07",0
"2018-01-14",0
"2018-01-21",38
"2018-01-28",36
"2018-02-04",34
"2018-02-11",0
"2018-02-18",37
"2018-02-25",65
"2018-03-04",53
"2018-03-11",36
"2018-03-18",48
"2018-03-25",0
"2018-04-01",42
"2018-04-08",0
"2018-04-15",55
"2018-04-22",45
"2018-04-29",0
"2018-05-06",39
"2018-05-13",0
"2018-05-20",0
"2018-05-27",0
"2018-06-03",0
"2018-06-10",44
"2018-06-17",0
"2018-06-24",0
"2018-07-01",41
"2018-07-08",0
"2018-07-15",0
"2018-07-22",0
"2018-07-29",0
"2018-08-05",0
"2018-08-12",0
"2018-08-19",0
"2018-08-26",0
"2018-09-02",0
"2018-09-09",57
"2018-09-16",43
"2018-09-23",100
"2018-09-30",77
"2018-10-07",86
"2018-10-14",48
"2018-10-21",44
"2018-10-28",44
"2018-11-04",51
"2018-11-11",46
"2018-11-18",39
"2018-11-25",43
