prediction_month,r2,rmse,mae,smape
2023-02-01,-7.313591853918517,0.005727766799695906,0.0011788133649662,9.51914004808039
2023-03-01,0.4295940408572495,0.0012950312173517849,0.0006099998027286408,10.267050999945974
2023-04-01,0.8031391835650936,0.0007371490633262772,0.00043464597912970667,7.2064209158208605
2023-05-01,0.8932418033609958,0.0005414525649843094,0.0004395506231762472,8.064026714633433
2023-06-01,0.9526266462521812,0.00035935829228932414,0.00028386607303430936,5.391953855109547
2023-07-01,0.6771947754668857,0.0013337964431839185,0.0008868193408801533,13.091867042364989
2023-08-01,0.8895897765900673,0.0006520637854374368,0.00040957796764541686,7.228034012811073
2023-09-01,0.8937000951768844,0.0006896364365710911,0.0004729038429139743,7.253211176119515
2023-10-01,0.9263243598703593,0.0005027506053292685,0.00036450639846333916,5.8469822326581635
2023-11-01,0.7251602034993466,0.0007617205843694359,0.0004921499991106461,9.013029912026841
2023-12-01,0.8934487232952112,0.0006435305047617762,0.0005611322073909291,8.639843968276718
2024-01-01,0.93035985651984,0.00044691090711918035,0.0003233435217399261,5.6292876422621925
2024-02-01,0.8125213903610219,0.0006530432721576837,0.0005167040726422069,9.021046876557099
2024-03-01,0.9664451221284128,0.0002778328726246021,0.0002117345014404203,4.071879953114054
2024-04-01,0.9393981173490726,0.00039629259762675415,0.00027746527890809883,5.17809723421097
2024-05-01,0.9598378325635117,0.00027879182353683326,0.00023710292925754469,4.511705721271532
2024-06-01,0.9514179454369437,0.00038419874942412934,0.0003321858763906374,5.678860544012719
2024-07-01,0.8759939911749814,0.0008178177549177959,0.0005132743797654076,6.976842805407292
2024-08-01,0.917959931735807,0.0005740877112995079,0.0003723666356537121,5.579569433001753
2024-09-01,0.9137668740246069,0.0006359477522352176,0.0003322971889112967,4.63098020917541
2024-10-01,0.7182822132579594,0.0008528801108026545,0.00044305340286683793,7.486561336957228
2024-11-01,0.9265823257493343,0.00040044749293255795,0.00026141401410251995,4.732753283556292
2024-12-01,0.9697253834392145,0.00034825951006199873,0.00028338740183411016,4.28093913042678
2025-01-01,0.8723247754263728,0.0005230835195042907,0.0003913988491157071,7.572709173520476
2025-02-01,0.9181861090379766,0.00038463248400508746,0.00028337250996324524,5.590243413894832
